################################################################
# abuse.ch SSLBL SSL Certificate Blacklist (SHA1 Fingerprints) #
# Last updated: 2024-01-01 09:00:00 UTC                        #
#                                                              #
# Terms Of Use: https://sslbl.abuse.ch/blacklist/              #
# For questions please contact sslbl [at] abuse.ch             #
################################################################
#
# Listingdate,SHA1,Listingreason
2023-12-07 07:28:10,9bb10b12b951d4020613cec9f1d40dd2ee861bd7,QuasarRAT C&C
2023-12-07 07:25:34,a2dfecb727e76ded3df310f86704e5cb74dc0871,AsyncRAT C&C
2023-12-06 16:27:46,0a7ce70841da74bf4dcec734b5c112772adca877,AsyncRAT C&C
2023-12-06 16:27:41,b6d85d96313e99a28bc1e8efb817ac6fe38cbb98,QuasarRAT C&C
2023-12-05 07:03:31,fc0b2669cfda6d3f2c77be2c905c3286456e2ec4,DCRat C&C
2023-12-05 06:34:08,f5c3dbe6ccd9377820f42c7500ab9b85b568d55a,PoshC2 C&C
2023-12-04 16:42:11,32ba23fb7506622945edd5723e8dafe7215f71c9,AsyncRAT C&C
2023-12-04 09:45:45,ee00d6e4e629498cf1aef0d744973bdf09053674,AsyncRAT C&C
2023-12-04 09:28:43,6ae5aa534457e6c0d226353a234f84318492ca6a,Havoc C&C
2023-12-04 09:10:21,58190db527639d7fdeeaab63b6c77121771c2ded,AsyncRAT C&C
2023-12-04 09:10:03,0d8b2334680f420805cdd03fc5c1da4c78306e5e,AsyncRAT C&C
2023-12-01 06:26:42,6764dd6c1937fc4fbc3399d74ab6d59096faae01,AsyncRAT C&C
2023-12-01 06:26:08,796c40c57d5e4bf22484ab54dc56619c171621d9,AsyncRAT C&C
2023-11-30 07:05:35,bb5915865e2f7e2074e9fc70284f99618f86b31c,AsyncRAT C&C
# END (295) entries
